,OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
12860,SO48299,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,88.932,266.796,0.0,21.3437,6.6699
12864,SO48299,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,74.838,224.514,0.0,17.9611,5.6129
12865,SO48299,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,6,137.694,826.164,0.0,66.0931,20.6541
12866,SO48299,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,1,11.994,11.994,0.0,0.9595,0.2999
12870,SO48299,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,33.7745,67.549,0.0,5.4039,1.6887
12881,SO48299,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,5,61.374,306.87,0.0,24.5496,7.6718
12896,SO48299,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,15.0,45.0,0.0,3.6,1.125
12903,SO48303,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,1,24.2945,24.2945,0.0,1.9436,0.6074
12919,SO48306,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,4,88.932,355.728,0.0,28.4582,8.8932
12924,SO48306,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,74.838,149.676,0.0,11.9741,3.7419
12934,SO48306,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,11.994,35.982,0.0,2.8786,0.8996
12940,SO48306,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,7,33.7745,236.4215,0.0,18.9137,5.9105
12941,SO48306,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,10,61.374,613.74,0.0,49.0992,15.3435
12944,SO48306,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,7,137.694,963.858,0.0,77.1086,24.0965
12946,SO48306,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,24.2945,72.8835,0.0,5.8307,1.8221
12956,SO48306,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,15.0,30.0,0.0,2.4,0.75
12969,SO48307,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,5,15.0,75.0,0.0,6.0,1.875
12983,SO48307,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,7,11.994,83.958,0.0,6.7166,2.099
12990,SO48307,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,65.6018,196.8054,0.0,15.7444,4.9201
13031,SO48310,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,65.6018,131.2036,0.0,10.4963,3.2801
13058,SO48311,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
13061,SO48311,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,65.6018,196.8054,0.0,15.7444,4.9201
13066,SO48311,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,11.994,47.976,0.0,3.8381,1.1994
13131,SO48317,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,France,1,11.994,11.994,0.0,0.9595,0.2999
13150,SO48317,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,France,3,65.6018,196.8054,0.0,15.7444,4.9201
13162,SO48318,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,3,33.7745,101.3235,0.0,8.1059,2.5331
13182,SO48318,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,2,15.0,30.0,0.0,2.4,0.75
13184,SO48318,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,5,11.994,59.97,0.0,4.7976,1.4993
13186,SO48318,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,1,65.6018,65.6018,0.0,5.2481,1.64
13191,SO48320,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,4,15.0,60.0,0.0,4.8,1.5
13198,SO48321,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,6,11.994,71.964,0.0,5.7571,1.7991
13221,SO48321,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,65.6018,131.2036,0.0,10.4963,3.2801
13239,SO48325,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,4,11.994,47.976,0.0,3.8381,1.1994
13268,SO48325,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,5,15.0,75.0,0.0,6.0,1.875
13272,SO48326,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,1,65.6018,65.6018,0.0,5.2481,1.64
13278,SO48327,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,65.6018,196.8054,0.0,15.7444,4.9201
13285,SO48328,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,74.838,149.676,0.0,11.9741,3.7419
13286,SO48328,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,5,61.374,306.87,0.0,24.5496,7.6718
13291,SO48328,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,4,33.7745,135.098,0.0,10.8078,3.3775
13298,SO48328,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,1,24.2945,24.2945,0.0,1.9436,0.6074
13302,SO48328,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,137.694,275.388,0.0,22.031,6.8847
13306,SO48330,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
13336,SO48333,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,3,33.7745,101.3235,0.0,8.1059,2.5331
13394,SO48336,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,7,65.6018,459.2126,0.0,36.737,11.4803
13401,SO48336,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,3,11.994,35.982,0.0,2.8786,0.8996
13424,SO48336,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,3,15.0,45.0,0.0,3.6,1.125
13452,SO48339,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,4,11.994,47.976,0.0,3.8381,1.1994
13479,SO48339,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,15.0,30.0,0.0,2.4,0.75
13518,SO48341,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,33.7745,168.8725,0.0,13.5098,4.2218
13519,SO48341,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,74.838,149.676,0.0,11.9741,3.7419
13522,SO48341,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,7,137.694,963.858,0.0,77.1086,24.0965
13528,SO48341,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,61.374,245.496,0.0,19.6397,6.1374
13534,SO48341,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
13542,SO48341,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,88.932,266.796,0.0,21.3437,6.6699
13554,SO48341,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,24.2945,24.2945,0.0,1.9436,0.6074
13555,SO48341,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,11.994,35.982,0.0,2.8786,0.8996
13581,SO48347,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,3,74.838,224.514,0.0,17.9611,5.6129
13585,SO48347,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,4,11.994,47.976,0.0,3.8381,1.1994
13588,SO48347,LL Headset,,Components,Headsets,34.2,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,3,20.52,61.56,0.0,4.9248,1.539
13595,SO48347,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,4,15.0,60.0,0.0,4.8,1.5
13596,SO48347,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,3,24.2945,72.8835,0.0,5.8307,1.8221
13598,SO48347,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,3,88.932,266.796,0.0,21.3437,6.6699
13599,SO48347,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,137.694,275.388,0.0,22.031,6.8847
13604,SO48347,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,33.7745,67.549,0.0,5.4039,1.6887
13635,SO48349,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,1,65.6018,65.6018,0.0,5.2481,1.64
13638,SO48349,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,6,11.994,71.964,0.0,5.7571,1.7991
13652,SO48349,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,7,15.0,105.0,0.0,8.4,2.625
13676,SO48350,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,3,65.6018,196.8054,0.0,15.7444,4.9201
13682,SO48350,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,33.7745,67.549,0.0,5.4039,1.6887
13687,SO48351,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Canada,2,65.6018,131.2036,0.0,10.4963,3.2801
13713,SO48353,LL Headset,,Components,Headsets,34.2,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,2,20.52,41.04,0.0,3.2832,1.026
13718,SO48356,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,8,61.374,490.992,0.0,39.2794,12.2748
13722,SO48356,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,6,137.694,826.164,0.0,66.0931,20.6541
13725,SO48356,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,24.2945,24.2945,0.0,1.9436,0.6074
13732,SO48356,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,88.932,266.796,0.0,21.3437,6.6699
13738,SO48356,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,74.838,299.352,0.0,23.9482,7.4838
13743,SO48357,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,15.0,30.0,0.0,2.4,0.75
13777,SO48359,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,11.994,23.988,0.0,1.919,0.5997
13779,SO48359,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,6,15.0,90.0,0.0,7.2,2.25
13807,SO48362,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,137.694,275.388,0.0,22.031,6.8847
13835,SO48363,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,15.0,15.0,0.0,1.2,0.375
13846,SO48363,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,11.994,35.982,0.0,2.8786,0.8996
13853,SO48363,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,65.6018,131.2036,0.0,10.4963,3.2801
13881,SO48369,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,15.0,15.0,0.0,1.2,0.375
13882,SO48369,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,11.994,59.97,0.0,4.7976,1.4993
13896,SO48370,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
13906,SO48370,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,65.6018,196.8054,0.0,15.7444,4.9201
13948,SO48373,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,65.6018,131.2036,0.0,10.4963,3.2801
13965,SO48375,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,24.2945,72.8835,0.0,5.8307,1.8221
13971,SO48375,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,74.838,224.514,0.0,17.9611,5.6129
13981,SO48375,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
13982,SO48375,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,88.932,177.864,0.0,14.2291,4.4466
13985,SO48375,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,61.374,184.122,0.0,14.7298,4.6031
13986,SO48375,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,137.694,413.082,0.0,33.0466,10.3271
13997,SO48375,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,6,11.994,71.964,0.0,5.7571,1.7991
14006,SO48375,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,15.0,60.0,0.0,4.8,1.5
14026,SO48378,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,11.994,59.97,0.0,4.7976,1.4993
14042,SO48378,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,15.0,75.0,0.0,6.0,1.875
14064,SO48380,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,24.2945,48.589,0.0,3.8871,1.2147
14068,SO48380,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,33.7745,33.7745,0.0,2.702,0.8444
14069,SO48380,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,74.838,224.514,0.0,17.9611,5.6129
14079,SO48380,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,88.932,266.796,0.0,21.3437,6.6699
14089,SO48380,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,61.374,122.748,0.0,9.8198,3.0687
14090,SO48380,LL Headset,,Components,Headsets,34.2,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,20.52,20.52,0.0,1.6416,0.513
14100,SO48382,LL Headset,,Components,Headsets,34.2,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,1,20.52,20.52,0.0,1.6416,0.513
14115,SO48384,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,137.694,688.47,0.0,55.0776,17.2118
14116,SO48384,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
14118,SO48384,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,74.838,299.352,0.0,23.9482,7.4838
14119,SO48384,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,24.2945,48.589,0.0,3.8871,1.2147
14123,SO48384,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,88.932,88.932,0.0,7.1146,2.2233
14130,SO48384,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,9,61.374,552.366,0.0,44.1893,13.8092
14195,SO48389,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,7,33.7745,236.4215,0.0,18.9137,5.9105
14196,SO48389,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,4,88.932,355.728,0.0,28.4582,8.8932
14197,SO48389,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,4,24.2945,97.178,0.0,7.7742,2.4295
14198,SO48389,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,3,137.694,413.082,0.0,33.0466,10.3271
14201,SO48389,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,2,74.838,149.676,0.0,11.9741,3.7419
14208,SO48389,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,2,61.374,122.748,0.0,9.8198,3.0687
14214,SO48389,LL Headset,,Components,Headsets,34.2,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,1,20.52,20.52,0.0,1.6416,0.513
14251,SO48392,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,3,11.994,35.982,0.0,2.8786,0.8996
14273,SO48392,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,3,15.0,45.0,0.0,3.6,1.125
14281,SO48392,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Northeast,1,65.6018,65.6018,0.0,5.2481,1.64
14303,SO48393,HL Road Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,3,65.6018,196.8054,0.0,15.7444,4.9201
14323,SO48395,Minipump,,Accessories,Pumps,19.99,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,5,11.994,59.97,0.0,4.7976,1.4993
14329,SO48395,Cable Lock,,Accessories,Locks,25.0,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,1,15.0,15.0,0.0,1.2,0.375
14344,SO48395,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,33.7745,67.549,0.0,5.4039,1.6887
14348,SO48395,HL Mountain Handlebars,,Components,Handlebars,109.3364,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,4,65.6018,262.4072,0.0,20.9926,6.5602
14362,SO48396,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,24.2945,48.589,0.0,3.8871,1.2147
14366,SO48396,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,74.838,224.514,0.0,17.9611,5.6129
14376,SO48396,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,137.694,550.776,0.0,44.0621,13.7694
14379,SO48396,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,88.932,266.796,0.0,21.3437,6.6699
14381,SO48396,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,61.374,306.87,0.0,24.5496,7.6718
14387,SO48397,ML Headset,,Components,Headsets,102.29,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,7,61.374,429.618,0.0,34.3694,10.7405
14396,SO48397,HL Fork,,Components,Forks,229.49,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,137.694,688.47,0.0,55.0776,17.2118
14397,SO48397,ML Mountain Handlebars,,Components,Handlebars,56.2909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,33.7745,33.7745,0.0,2.702,0.8444
14398,SO48397,LL Mountain Handlebars,,Components,Handlebars,40.4909,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,24.2945,24.2945,0.0,1.9436,0.6074
14402,SO48397,HL Headset,,Components,Headsets,124.73,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,74.838,74.838,0.0,5.987,1.871
14406,SO48397,LL Fork,,Components,Forks,148.22,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,88.932,177.864,0.0,14.2291,4.4466
14428,SO48730,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Southeast,1,33.7745,33.7745,0.0,2.702,0.8444
14499,SO48736,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,1,33.7745,33.7745,0.0,2.702,0.8444
14518,SO48739,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Northeast,1,33.7745,33.7745,0.0,2.702,0.8444
14569,SO48744,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,7,33.7745,236.4215,0.0,18.9137,5.9105
14570,SO48744,ML Headset,,Components,Headsets,102.29,6/30/2012,7/12/2012,7/7/2012,Volume Discount 11 to 14,Canada,11,59.3282,639.558,13.0522,51.1646,15.989
14571,SO48744,LL Mountain Handlebars,,Components,Handlebars,40.4909,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,5,24.2945,121.4725,0.0,9.7178,3.0368
14581,SO48744,HL Fork,,Components,Forks,229.49,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,3,137.694,413.082,0.0,33.0466,10.3271
14585,SO48745,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
14589,SO48745,Cable Lock,,Accessories,Locks,25.0,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,5,15.0,75.0,0.0,6.0,1.875
14594,SO48745,ML Headset,,Components,Headsets,102.29,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,6,61.374,368.244,0.0,29.4595,9.2061
14604,SO48745,HL Fork,,Components,Forks,229.49,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,3,137.694,413.082,0.0,33.0466,10.3271
14606,SO48745,Minipump,,Accessories,Pumps,19.99,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,3,11.994,35.982,0.0,2.8786,0.8996
14616,SO48746,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Northwest,4,33.7745,135.098,0.0,10.8078,3.3775
14647,SO48750,Minipump,,Accessories,Pumps,19.99,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,4,11.994,47.976,0.0,3.8381,1.1994
14671,SO48750,Cable Lock,,Accessories,Locks,25.0,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,5,15.0,75.0,0.0,6.0,1.875
14721,SO48753,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Northeast,5,33.7745,168.8725,0.0,13.5098,4.2218
14732,SO48754,HL Fork,,Components,Forks,229.49,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,2,137.694,275.388,0.0,22.031,6.8847
14733,SO48754,LL Mountain Handlebars,,Components,Handlebars,40.4909,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,1,24.2945,24.2945,0.0,1.9436,0.6074
14746,SO48754,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,3,33.7745,101.3235,0.0,8.1059,2.5331
14750,SO48754,Minipump,,Accessories,Pumps,19.99,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,5,11.994,59.97,0.0,4.7976,1.4993
14754,SO48754,Cable Lock,,Accessories,Locks,25.0,6/30/2012,7/12/2012,7/7/2012,No Discount,Canada,5,15.0,75.0,0.0,6.0,1.875
14766,SO48755,ML Mountain Handlebars,,Components,Handlebars,56.2909,6/30/2012,7/12/2012,7/7/2012,No Discount,France,2,33.7745,67.549,0.0,5.4039,1.6887
14813,SO48758,Cable Lock,,Accessories,Locks,25.0,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
14815,SO48758,ML Headset,,Components,Headsets,102.29,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,4,61.374,245.496,0.0,19.6397,6.1374
14822,SO48758,HL Headset,,Components,Headsets,124.73,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,1,74.838,74.838,0.0,5.987,1.871
14835,SO48758,HL Fork,,Components,Forks,229.49,6/30/2012,7/12/2012,7/7/2012,No Discount,Southwest,3,137.694,413.082,0.0,33.0466,10.3271
